Unnamed: 0,Date,State/UT,Commodity,Price,Temperature,Humidity,Precipitation,Wind Speed
171,06/06/2024,Jharkhand,Rice,39.37,,,,
172,06/06/2024,Karnataka,Rice,60.03,,,,
173,06/06/2024,Kerala,Rice,50.83,,,,
174,06/06/2024,Madhya Pradesh,Rice,40.9,,,,
175,06/06/2024,Maharashtra,Rice,51.68,,,,
176,06/06/2024,Manipur,Rice,50.0,,,,
177,06/06/2024,Meghalaya,Rice,38.0,,,,
178,06/06/2024,Mizoram,Rice,48.18,,,,
179,06/06/2024,Nagaland,Rice,41.75,,,,
180,06/06/2024,Odisha,Rice,37.5,,,,
181,06/06/2024,Puducherry,Rice,64.0,,,,
182,06/06/2024,Punjab,Rice,39.73,,,,
183,06/06/2024,Rajasthan,Rice,40.63,,,,
184,06/06/2024,Sikkim,Rice,54.2,,,,
185,06/06/2024,Tamil Nadu,Rice,61.67,,,,
186,06/06/2024,Telangana,Rice,54.0,,,,
187,06/06/2024,Tripura,Rice,38.25,,,,
188,06/06/2024,Uttar Pradesh,Rice,38.61,,,,
189,06/06/2024,Uttarakhand,Rice,37.75,,,,
190,06/06/2024,West Bengal,Rice,44.41,,,,
191,07/06/2024,Andaman and Nicobar,Rice,48.0,,,,
192,07/06/2024,Andhra Pradesh,Rice,60.2,,,,
193,07/06/2024,Arunachal pradesh,Rice,46.0,,,,
194,07/06/2024,Assam,Rice,42.89,,,,
195,07/06/2024,Bihar,Rice,37.84,,,,
196,07/06/2024,Chandigarh,Rice,40.0,,,,
197,07/06/2024,Chhattisgarh,Rice,39.0,,,,
198,07/06/2024,Delhi,Rice,40.0,,,,
199,07/06/2024,DNH and DD,Rice,50.0,,,,
200,07/06/2024,Goa,Rice,52.5,,,,
201,07/06/2024,Gujarat,Rice,42.88,,,,
202,07/06/2024,Haryana,Rice,43.25,,,,
203,07/06/2024,Himachal Pradesh,Rice,40.83,,,,
204,07/06/2024,Jammu and Kashmir,Rice,47.8,,,,
205,07/06/2024,Jharkhand,Rice,39.44,,,,
206,07/06/2024,Karnataka,Rice,60.0,,,,
207,07/06/2024,Kerala,Rice,50.67,,,,
208,07/06/2024,Madhya Pradesh,Rice,40.93,,,,
209,07/06/2024,Maharashtra,Rice,51.58,,,,
210,07/06/2024,Manipur,Rice,50.0,,,,
211,07/06/2024,Meghalaya,Rice,44.3,,,,
212,07/06/2024,Mizoram,Rice,48.18,,,,
213,07/06/2024,Nagaland,Rice,41.75,,,,
214,07/06/2024,Odisha,Rice,38.33,,,,
215,07/06/2024,Puducherry,Rice,64.0,,,,
216,07/06/2024,Punjab,Rice,40.21,,,,
217,07/06/2024,Rajasthan,Rice,40.11,,,,
218,07/06/2024,Sikkim,Rice,54.2,,,,
219,07/06/2024,Tamil Nadu,Rice,61.7,,,,
220,07/06/2024,Telangana,Rice,54.0,,,,
221,07/06/2024,Tripura,Rice,38.25,,,,
222,07/06/2024,Uttar Pradesh,Rice,38.64,,,,
223,07/06/2024,Uttarakhand,Rice,36.67,,,,
224,07/06/2024,West Bengal,Rice,44.36,,,,
225,08/06/2024,Andaman and Nicobar,Rice,47.5,,,,
226,08/06/2024,Andhra Pradesh,Rice,60.25,,,,
227,08/06/2024,Arunachal pradesh,Rice,46.0,,,,
228,08/06/2024,Assam,Rice,41.82,,,,
229,08/06/2024,Bihar,Rice,38.32,,,,
230,08/06/2024,Chandigarh,Rice,40.0,,,,
231,08/06/2024,Chhattisgarh,Rice,39.25,,,,
232,08/06/2024,Delhi,Rice,40.0,,,,
233,08/06/2024,DNH and DD,Rice,50.0,,,,
234,08/06/2024,Gujarat,Rice,45.33,,,,
235,08/06/2024,Haryana,Rice,46.0,,,,
236,08/06/2024,Himachal Pradesh,Rice,40.83,,,,
237,08/06/2024,Jammu and Kashmir,Rice,48.8,,,,
238,08/06/2024,Jharkhand,Rice,39.53,,,,
239,08/06/2024,Karnataka,Rice,60.0,,,,
240,08/06/2024,Madhya Pradesh,Rice,40.27,,,,
241,08/06/2024,Maharashtra,Rice,51.58,,,,
242,08/06/2024,Meghalaya,Rice,44.14,,,,
243,08/06/2024,Mizoram,Rice,50.0,,,,
244,08/06/2024,Nagaland,Rice,41.75,,,,
245,08/06/2024,Odisha,Rice,38.64,,,,
246,08/06/2024,Punjab,Rice,39.21,,,,
247,08/06/2024,Rajasthan,Rice,40.63,,,,
248,08/06/2024,Sikkim,Rice,55.5,,,,
249,08/06/2024,Tamil Nadu,Rice,62.0,,,,
250,08/06/2024,Telangana,Rice,52.0,,,,
251,08/06/2024,Tripura,Rice,38.25,,,,
252,08/06/2024,Uttar Pradesh,Rice,38.91,,,,
253,08/06/2024,Uttarakhand,Rice,36.0,,,,
254,08/06/2024,West Bengal,Rice,42.88,,,,
255,09/06/2024,Andhra Pradesh,Rice,58.0,,,,
256,09/06/2024,Arunachal pradesh,Rice,48.0,,,,
257,09/06/2024,Assam,Rice,41.47,,,,
258,09/06/2024,Bihar,Rice,37.67,,,,
259,09/06/2024,Chandigarh,Rice,40.0,,,,
260,09/06/2024,Chhattisgarh,Rice,37.0,,,,
261,09/06/2024,Delhi,Rice,40.0,,,,
262,09/06/2024,DNH and DD,Rice,50.0,,,,
263,09/06/2024,Gujarat,Rice,44.4,,,,
264,09/06/2024,Haryana,Rice,46.0,,,,
265,09/06/2024,Himachal Pradesh,Rice,40.91,,,,
266,09/06/2024,Jammu and Kashmir,Rice,41.0,,,,
267,09/06/2024,Jharkhand,Rice,39.75,,,,
268,09/06/2024,Karnataka,Rice,59.76,,,,
269,09/06/2024,Madhya Pradesh,Rice,41.11,,,,
270,09/06/2024,Maharashtra,Rice,51.53,,,,
271,09/06/2024,Meghalaya,Rice,43.67,,,,
272,09/06/2024,Mizoram,Rice,50.0,,,,
273,09/06/2024,Odisha,Rice,37.5,,,,
274,09/06/2024,Puducherry,Rice,64.0,,,,
275,09/06/2024,Punjab,Rice,39.08,,,,
276,09/06/2024,Rajasthan,Rice,38.4,,,,
277,09/06/2024,Sikkim,Rice,57.0,,,,
278,09/06/2024,Tamil Nadu,Rice,60.94,,,,
279,09/06/2024,Telangana,Rice,54.0,,,,
280,09/06/2024,Uttar Pradesh,Rice,39.0,,,,
281,09/06/2024,West Bengal,Rice,42.38,,,,
282,10/06/2024,Andaman and Nicobar,Rice,47.5,,,,
283,10/06/2024,Andhra Pradesh,Rice,60.2,,,,
284,10/06/2024,Arunachal pradesh,Rice,46.0,,,,
285,10/06/2024,Assam,Rice,42.48,,,,
286,10/06/2024,Bihar,Rice,38.06,,,,
287,10/06/2024,Chhattisgarh,Rice,42.0,,,,
288,10/06/2024,Delhi,Rice,40.0,,,,
289,10/06/2024,DNH and DD,Rice,50.0,,,,
290,10/06/2024,Goa,Rice,52.5,,,,
291,10/06/2024,Gujarat,Rice,40.57,,,,
292,10/06/2024,Haryana,Rice,44.33,,,,
293,10/06/2024,Himachal Pradesh,Rice,40.83,,,,
294,10/06/2024,Jammu and Kashmir,Rice,46.5,,,,
295,10/06/2024,Jharkhand,Rice,39.47,,,,
296,10/06/2024,Karnataka,Rice,59.94,,,,
297,10/06/2024,Kerala,Rice,50.77,,,,
298,10/06/2024,Madhya Pradesh,Rice,40.92,,,,
299,10/06/2024,Maharashtra,Rice,51.63,,,,
300,10/06/2024,Manipur,Rice,50.0,,,,
301,10/06/2024,Meghalaya,Rice,45.6,,,,
302,10/06/2024,Mizoram,Rice,48.18,,,,
303,10/06/2024,Nagaland,Rice,41.64,,,,
304,10/06/2024,Odisha,Rice,38.23,,,,
305,10/06/2024,Puducherry,Rice,64.0,,,,
306,10/06/2024,Punjab,Rice,39.14,,,,
307,10/06/2024,Rajasthan,Rice,40.85,,,,
308,10/06/2024,Sikkim,Rice,54.2,,,,
309,10/06/2024,Tamil Nadu,Rice,61.97,,,,
310,10/06/2024,Telangana,Rice,54.3,,,,
311,10/06/2024,Tripura,Rice,38.25,,,,
312,10/06/2024,Uttar Pradesh,Rice,38.68,,,,
313,10/06/2024,Uttarakhand,Rice,38.0,,,,
314,10/06/2024,West Bengal,Rice,44.09,,,,
315,11/06/2024,Andaman and Nicobar,Rice,48.33,,,,
316,11/06/2024,Andhra Pradesh,Rice,60.75,,,,
317,11/06/2024,Arunachal pradesh,Rice,48.0,,,,
318,11/06/2024,Assam,Rice,42.32,,,,
319,11/06/2024,Bihar,Rice,37.89,,,,
320,11/06/2024,Chandigarh,Rice,40.0,,,,
321,11/06/2024,Chhattisgarh,Rice,41.33,,,,
322,11/06/2024,Delhi,Rice,40.0,,,,
323,11/06/2024,DNH and DD,Rice,50.0,,,,
324,11/06/2024,Goa,Rice,52.5,,,,
325,11/06/2024,Gujarat,Rice,42.14,,,,
326,11/06/2024,Haryana,Rice,43.25,,,,
327,11/06/2024,Himachal Pradesh,Rice,40.64,,,,
328,11/06/2024,Jammu and Kashmir,Rice,47.17,,,,
329,11/06/2024,Jharkhand,Rice,39.42,,,,
330,11/06/2024,Karnataka,Rice,59.91,,,,
331,11/06/2024,Kerala,Rice,50.67,,,,
332,11/06/2024,Madhya Pradesh,Rice,41.07,,,,
333,11/06/2024,Maharashtra,Rice,51.68,,,,
334,11/06/2024,Meghalaya,Rice,46.1,,,,
335,11/06/2024,Mizoram,Rice,48.18,,,,
336,11/06/2024,Nagaland,Rice,41.53,,,,
337,11/06/2024,Odisha,Rice,38.35,,,,
338,11/06/2024,Puducherry,Rice,64.0,,,,
339,11/06/2024,Punjab,Rice,39.87,,,,
340,11/06/2024,Rajasthan,Rice,41.73,,,,
341,11/06/2024,Sikkim,Rice,53.25,,,,
342,11/06/2024,Tamil Nadu,Rice,62.03,,,,
343,11/06/2024,Telangana,Rice,54.3,,,,
344,11/06/2024,Tripura,Rice,38.5,,,,
345,11/06/2024,Uttar Pradesh,Rice,38.71,,,,
346,11/06/2024,Uttarakhand,Rice,38.0,,,,
347,11/06/2024,West Bengal,Rice,44.09,,,,
348,12/06/2024,Andaman and Nicobar,Rice,48.33,,,,
349,12/06/2024,Andhra Pradesh,Rice,60.6,,,,
350,12/06/2024,Arunachal pradesh,Rice,46.0,,,,
351,12/06/2024,Assam,Rice,41.67,,,,
352,12/06/2024,Bihar,Rice,38.17,,,,
353,12/06/2024,Chandigarh,Rice,40.0,,,,
354,12/06/2024,Chhattisgarh,Rice,38.25,,,,
355,12/06/2024,Delhi,Rice,40.0,,,,
356,12/06/2024,DNH and DD,Rice,50.0,,,,
357,12/06/2024,Goa,Rice,52.5,,,,
358,12/06/2024,Gujarat,Rice,43.13,,,,
359,12/06/2024,Haryana,Rice,43.25,,,,
360,12/06/2024,Himachal Pradesh,Rice,40.92,,,,
361,12/06/2024,Jammu and Kashmir,Rice,52.0,,,,
362,12/06/2024,Jharkhand,Rice,39.28,,,,
363,12/06/2024,Karnataka,Rice,60.28,,,,
364,12/06/2024,Kerala,Rice,50.09,,,,
365,12/06/2024,Madhya Pradesh,Rice,41.13,,,,
366,12/06/2024,Maharashtra,Rice,51.68,,,,
367,12/06/2024,Manipur,Rice,50.0,,,,
368,12/06/2024,Meghalaya,Rice,46.1,,,,
369,12/06/2024,Mizoram,Rice,48.18,,,,
370,12/06/2024,Nagaland,Rice,41.75,,,,
371,12/06/2024,Odisha,Rice,38.06,,,,
372,12/06/2024,Puducherry,Rice,64.0,,,,
373,12/06/2024,Punjab,Rice,39.8,,,,
374,12/06/2024,Rajasthan,Rice,41.11,,,,
375,12/06/2024,Sikkim,Rice,54.6,,,,
376,12/06/2024,Tamil Nadu,Rice,61.71,,,,
377,12/06/2024,Telangana,Rice,54.2,,,,
378,12/06/2024,Tripura,Rice,38.5,,,,
379,12/06/2024,Uttar Pradesh,Rice,38.72,,,,
380,12/06/2024,Uttarakhand,Rice,37.75,,,,
381,12/06/2024,West Bengal,Rice,44.19,,,,
382,13/06/2024,Andaman and Nicobar,Rice,48.33,,,,
383,13/06/2024,Andhra Pradesh,Rice,60.6,,,,
384,13/06/2024,Arunachal pradesh,Rice,48.0,,,,
385,13/06/2024,Assam,Rice,42.04,,,,
386,13/06/2024,Bihar,Rice,38.12,,,,
387,13/06/2024,Chandigarh,Rice,40.0,,,,
388,13/06/2024,Chhattisgarh,Rice,41.63,,,,
389,13/06/2024,Delhi,Rice,40.0,,,,
390,13/06/2024,DNH and DD,Rice,50.0,,,,
391,13/06/2024,Goa,Rice,52.5,,,,
392,13/06/2024,Gujarat,Rice,43.13,,,,
393,13/06/2024,Haryana,Rice,43.25,,,,
394,13/06/2024,Himachal Pradesh,Rice,40.75,,,,
395,13/06/2024,Jammu and Kashmir,Rice,52.25,,,,
396,13/06/2024,Jharkhand,Rice,39.61,,,,
397,13/06/2024,Karnataka,Rice,60.06,,,,
398,13/06/2024,Kerala,Rice,49.92,,,,
399,13/06/2024,Madhya Pradesh,Rice,41.18,,,,
400,13/06/2024,Maharashtra,Rice,51.79,,,,
401,13/06/2024,Manipur,Rice,50.0,,,,
402,13/06/2024,Meghalaya,Rice,46.2,,,,
403,13/06/2024,Mizoram,Rice,47.91,,,,
404,13/06/2024,Nagaland,Rice,41.29,,,,
405,13/06/2024,Odisha,Rice,38.43,,,,
406,13/06/2024,Puducherry,Rice,64.0,,,,
407,13/06/2024,Punjab,Rice,39.64,,,,
408,13/06/2024,Rajasthan,Rice,41.45,,,,
409,13/06/2024,Sikkim,Rice,54.6,,,,
410,13/06/2024,Tamil Nadu,Rice,61.36,,,,
411,13/06/2024,Telangana,Rice,54.2,,,,
412,13/06/2024,Tripura,Rice,38.5,,,,
413,13/06/2024,Uttar Pradesh,Rice,38.79,,,,
414,13/06/2024,Uttarakhand,Rice,38.67,,,,
415,13/06/2024,West Bengal,Rice,44.17,,,,
416,14/06/2024,Andaman and Nicobar,Rice,48.33,,,,
417,14/06/2024,Andhra Pradesh,Rice,62.0,,,,
418,14/06/2024,Arunachal pradesh,Rice,44.67,,,,
419,14/06/2024,Assam,Rice,42.15,,,,
420,14/06/2024,Bihar,Rice,38.18,,,,
421,14/06/2024,Chandigarh,Rice,40.0,,,,
422,14/06/2024,Chhattisgarh,Rice,39.57,,,,
423,14/06/2024,Delhi,Rice,40.0,,,,
424,14/06/2024,DNH and DD,Rice,50.0,,,,
425,14/06/2024,Goa,Rice,52.5,,,,
426,14/06/2024,Gujarat,Rice,43.25,,,,
427,14/06/2024,Haryana,Rice,43.25,,,,
428,14/06/2024,Himachal Pradesh,Rice,40.75,,,,
429,14/06/2024,Jammu and Kashmir,Rice,52.0,,,,
430,14/06/2024,Jharkhand,Rice,39.53,,,,
431,14/06/2024,Karnataka,Rice,60.06,,,,
432,14/06/2024,Kerala,Rice,49.82,,,,
433,14/06/2024,Madhya Pradesh,Rice,41.11,,,,
434,14/06/2024,Maharashtra,Rice,51.68,,,,
435,14/06/2024,Manipur,Rice,50.0,,,,
436,14/06/2024,Meghalaya,Rice,46.2,,,,
437,14/06/2024,Mizoram,Rice,47.91,,,,
438,14/06/2024,Nagaland,Rice,41.75,,,,
439,14/06/2024,Odisha,Rice,39.56,,,,
440,14/06/2024,Puducherry,Rice,64.0,,,,
441,14/06/2024,Punjab,Rice,39.64,,,,
442,14/06/2024,Rajasthan,Rice,40.74,,,,
443,14/06/2024,Sikkim,Rice,53.25,,,,
444,14/06/2024,Tamil Nadu,Rice,61.85,,,,
445,14/06/2024,Telangana,Rice,54.7,,,,
446,14/06/2024,Tripura,Rice,38.5,,,,
447,14/06/2024,Uttar Pradesh,Rice,38.8,,,,
448,14/06/2024,Uttarakhand,Rice,38.67,,,,
449,14/06/2024,West Bengal,Rice,44.22,,,,
450,15/06/2024,Andaman and Nicobar,Rice,48.33,,,,
451,15/06/2024,Andhra Pradesh,Rice,60.6,,,,
452,15/06/2024,Arunachal pradesh,Rice,55.0,,,,
453,15/06/2024,Assam,Rice,42.35,,,,
454,15/06/2024,Bihar,Rice,38.29,,,,
455,15/06/2024,Chandigarh,Rice,40.0,,,,
456,15/06/2024,Chhattisgarh,Rice,40.8,,,,
457,15/06/2024,Delhi,Rice,40.0,,,,
458,15/06/2024,DNH and DD,Rice,50.0,,,,
459,15/06/2024,Gujarat,Rice,42.14,,,,
460,15/06/2024,Haryana,Rice,46.0,,,,
461,15/06/2024,Himachal Pradesh,Rice,40.75,,,,
462,15/06/2024,Jammu and Kashmir,Rice,46.5,,,,
463,15/06/2024,Jharkhand,Rice,39.53,,,,
464,15/06/2024,Karnataka,Rice,60.0,,,,
465,15/06/2024,Kerala,Rice,50.67,,,,
466,15/06/2024,Madhya Pradesh,Rice,40.7,,,,
467,15/06/2024,Maharashtra,Rice,51.84,,,,
468,15/06/2024,Meghalaya,Rice,45.75,,,,
469,15/06/2024,Mizoram,Rice,50.0,,,,
470,15/06/2024,Nagaland,Rice,41.75,,,,
471,15/06/2024,Odisha,Rice,39.67,,,,
472,15/06/2024,Puducherry,Rice,64.0,,,,
473,15/06/2024,Punjab,Rice,38.86,,,,
474,15/06/2024,Rajasthan,Rice,42.6,,,,
475,15/06/2024,Sikkim,Rice,53.25,,,,
476,15/06/2024,Tamil Nadu,Rice,61.52,,,,
477,15/06/2024,Telangana,Rice,54.3,,,,
478,15/06/2024,Tripura,Rice,38.5,,,,
479,15/06/2024,Uttar Pradesh,Rice,38.78,,,,
480,15/06/2024,Uttarakhand,Rice,37.75,,,,
481,15/06/2024,West Bengal,Rice,42.94,,,,
482,16/06/2024,Andhra Pradesh,Rice,59.0,,,,
483,16/06/2024,Arunachal pradesh,Rice,55.0,,,,
484,16/06/2024,Assam,Rice,42.73,,,,
485,16/06/2024,Bihar,Rice,36.81,,,,
486,16/06/2024,Chandigarh,Rice,40.0,,,,
487,16/06/2024,Chhattisgarh,Rice,40.8,,,,
488,16/06/2024,Delhi,Rice,40.0,,,,
489,16/06/2024,DNH and DD,Rice,50.0,,,,
490,16/06/2024,Gujarat,Rice,46.67,,,,
491,16/06/2024,Haryana,Rice,36.5,,,,
492,16/06/2024,Himachal Pradesh,Rice,40.75,,,,
493,16/06/2024,Jammu and Kashmir,Rice,38.5,,,,
494,16/06/2024,Jharkhand,Rice,39.75,,,,
495,16/06/2024,Karnataka,Rice,59.83,,,,
