Unnamed: 0,Date,State/UT,Commodity,Price,Temperature,Humidity,Precipitation,Wind Speed
158,6/6/2024,Andhra Pradesh,Rice,60.25,29.9,73,0,31.7
159,6/6/2024,Arunachal pradesh,Rice,46,,,,
160,6/6/2024,Assam,Rice,42.82,28,79,6.64,7.6
161,6/6/2024,Bihar,Rice,37.84,38.9,31,0,37.8
162,6/6/2024,Chandigarh,Rice,40,35.1,24,0.07,23
163,6/6/2024,Chhattisgarh,Rice,41.14,37.6,27,0,22
164,6/6/2024,Delhi,Rice,40,17.9,82,3.74,28.4
165,6/6/2024,DNH and DD,Rice,50,,,,
166,6/6/2024,Goa,Rice,52.5,29.2,76,12.8,18.4
167,6/6/2024,Gujarat,Rice,43.86,35.1,41,0,19.8
168,6/6/2024,Haryana,Rice,49,37.2,24,0.31,31
169,6/6/2024,Himachal Pradesh,Rice,41,24.4,37,0.06,23
170,6/6/2024,Jammu and Kashmir,Rice,46,33.3,31,4.19,18
171,6/6/2024,Jharkhand,Rice,39.37,35.2,29,0,30.2
172,6/6/2024,Karnataka,Rice,60.03,24.6,80,11.14,16.9
173,6/6/2024,Kerala,Rice,50.83,26.9,86,15,11.9
174,6/6/2024,Madhya Pradesh,Rice,40.9,32.1,46,7.12,31
175,6/6/2024,Maharashtra,Rice,51.68,30.4,73,3.2,20.5
176,6/6/2024,Manipur,Rice,50,31.9,68,0.12,29.2
177,6/6/2024,Meghalaya,Rice,38,20.8,88,17.4,6.1
178,6/6/2024,Mizoram,Rice,48.18,25.3,82,4.66,6.5
179,6/6/2024,Nagaland,Rice,41.75,22,80,3.84,8.3
180,6/6/2024,Odisha,Rice,37.5,,,,
181,6/6/2024,Puducherry,Rice,64,28.5,80,107.14,22.7
182,6/6/2024,Punjab,Rice,39.73,36.5,25,1.22,23
183,6/6/2024,Rajasthan,Rice,40.63,35.9,27,0,20.2
184,6/6/2024,Sikkim,Rice,54.2,17,79,7.87,9.7
185,6/6/2024,Tamil Nadu,Rice,61.67,28.2,79,11.29,29.5
186,6/6/2024,Telangana,Rice,54,,,,
187,6/6/2024,Tripura,Rice,38.25,29.7,79,5.31,15.5
188,6/6/2024,Uttar Pradesh,Rice,38.61,40.5,18,0,28.1
189,6/6/2024,Uttarakhand,Rice,37.75,33,23,0.03,19.8
190,6/6/2024,West Bengal,Rice,44.41,33.3,64,0,32.4
191,6/7/2024,Andaman and Nicobar,Rice,48,,,,
192,6/7/2024,Andhra Pradesh,Rice,60.2,30,77,0,34.6
193,6/7/2024,Arunachal pradesh,Rice,46,,,,
194,6/7/2024,Assam,Rice,42.89,27.3,80,5.42,15.1
195,6/7/2024,Bihar,Rice,37.84,38.5,37,0,37.4
196,6/7/2024,Chandigarh,Rice,40,36.6,17,0,30.6
197,6/7/2024,Chhattisgarh,Rice,39,36,31,0.04,23.4
198,6/7/2024,Delhi,Rice,40,13.2,78,2.21,26.6
199,6/7/2024,DNH and DD,Rice,50,,,,
200,6/7/2024,Goa,Rice,52.5,27.8,78,12.81,20.2
201,6/7/2024,Gujarat,Rice,42.88,35.1,41,0,22.3
202,6/7/2024,Haryana,Rice,43.25,38.6,17,0,30.2
203,6/7/2024,Himachal Pradesh,Rice,40.83,24.8,24,0,25.2
204,6/7/2024,Jammu and Kashmir,Rice,47.8,35.8,22,0.42,20.2
205,6/7/2024,Jharkhand,Rice,39.44,36.2,24,0,28.8
206,6/7/2024,Karnataka,Rice,60,22.4,91,26.57,16.6
207,6/7/2024,Kerala,Rice,50.67,24.8,94,19.62,10.8
208,6/7/2024,Madhya Pradesh,Rice,40.93,34.7,34,0.13,28.1
209,6/7/2024,Maharashtra,Rice,51.58,30.7,67,0.09,18.4
210,6/7/2024,Manipur,Rice,50,31.9,71,0,32.4
211,6/7/2024,Meghalaya,Rice,44.3,20.6,92,20.89,9.7
212,6/7/2024,Mizoram,Rice,48.18,24.3,93,12.8,5.8
213,6/7/2024,Nagaland,Rice,41.75,21.5,85,10.06,5.8
214,6/7/2024,Odisha,Rice,38.33,,,,
215,6/7/2024,Puducherry,Rice,64,27.7,82,17.47,28.4
216,6/7/2024,Punjab,Rice,40.21,38,19,0,21.6
217,6/7/2024,Rajasthan,Rice,40.11,36.7,27,0,23.8
218,6/7/2024,Sikkim,Rice,54.2,16.6,84,8.38,7.2
219,6/7/2024,Tamil Nadu,Rice,61.7,28.8,75,15.02,32.4
220,6/7/2024,Telangana,Rice,54,,,,
221,6/7/2024,Tripura,Rice,38.25,29.3,82,7.76,23.8
222,6/7/2024,Uttar Pradesh,Rice,38.64,41.1,15,0,27.7
223,6/7/2024,Uttarakhand,Rice,36.67,34.4,18,0,24.1
224,6/7/2024,West Bengal,Rice,44.36,34,62,0.04,33.8
225,6/8/2024,Andaman and Nicobar,Rice,47.5,,,,
226,6/8/2024,Andhra Pradesh,Rice,60.25,29.8,74,0,35.6
227,6/8/2024,Arunachal pradesh,Rice,46,,,,
228,6/8/2024,Assam,Rice,41.82,27,83,8.66,7.9
229,6/8/2024,Bihar,Rice,38.32,39.4,31,0,27.4
230,6/8/2024,Chandigarh,Rice,40,35,22,0,27
231,6/8/2024,Chhattisgarh,Rice,39.25,35.3,35,0,19.1
232,6/8/2024,Delhi,Rice,40,13.7,78,3.26,29.9
233,6/8/2024,DNH and DD,Rice,50,,,,
234,6/8/2024,Gujarat,Rice,45.33,35,43,0.14,26.3
235,6/8/2024,Haryana,Rice,46,37.9,19,0,25.9
236,6/8/2024,Himachal Pradesh,Rice,40.83,23.9,28,0,22.3
237,6/8/2024,Jammu and Kashmir,Rice,48.8,34.5,23,0.04,10.8
238,6/8/2024,Jharkhand,Rice,39.53,35.9,28,0,34.2
239,6/8/2024,Karnataka,Rice,60,24,79,0.24,24.8
240,6/8/2024,Madhya Pradesh,Rice,40.27,34.4,37,2.55,32.4
241,6/8/2024,Maharashtra,Rice,51.58,30.4,68,0.99,24.8
242,6/8/2024,Meghalaya,Rice,44.14,20.6,93,2.74,11.2
243,6/8/2024,Mizoram,Rice,50,26,83,4.35,8.6
244,6/8/2024,Nagaland,Rice,41.75,21.1,84,8.24,6.8
245,6/8/2024,Odisha,Rice,38.64,,,,
246,6/8/2024,Punjab,Rice,39.21,36.5,25,0.01,18
247,6/8/2024,Rajasthan,Rice,40.63,36.5,27,0.74,24.8
248,6/8/2024,Sikkim,Rice,55.5,17.5,84,5.84,9
249,6/8/2024,Tamil Nadu,Rice,62,29.8,70,12.49,30.6
250,6/8/2024,Telangana,Rice,52,,,,
251,6/8/2024,Tripura,Rice,38.25,29.2,83,7.14,26.3
252,6/8/2024,Uttar Pradesh,Rice,38.91,40.8,15,0,30.6
253,6/8/2024,Uttarakhand,Rice,36,34.2,18,0,20.9
254,6/8/2024,West Bengal,Rice,42.88,34.7,54,0,34.6
255,6/9/2024,Andhra Pradesh,Rice,58,31.5,65,0,36.7
256,6/9/2024,Arunachal pradesh,Rice,48,,,,
257,6/9/2024,Assam,Rice,41.47,27.9,80,4.98,6.8
258,6/9/2024,Bihar,Rice,37.67,39.4,31,0,34.2
259,6/9/2024,Chandigarh,Rice,40,36.8,15,0,22
260,6/9/2024,Chhattisgarh,Rice,37,36.1,34,0,25.6
261,6/9/2024,Delhi,Rice,40,15,76,6.01,28.4
262,6/9/2024,DNH and DD,Rice,50,,,,
263,6/9/2024,Gujarat,Rice,44.4,32.3,52,1.95,24.8
264,6/9/2024,Haryana,Rice,46,39.3,15,0,22.3
265,6/9/2024,Himachal Pradesh,Rice,40.91,25.9,25,0,19.1
266,6/9/2024,Jammu and Kashmir,Rice,41,35.6,17,0,15.5
267,6/9/2024,Jharkhand,Rice,39.75,36.4,28,0,34.6
268,6/9/2024,Karnataka,Rice,59.76,23.3,76,0.59,31.3
269,6/9/2024,Madhya Pradesh,Rice,41.11,30.7,50,6.62,27.4
270,6/9/2024,Maharashtra,Rice,51.53,27.9,79,23.01,23
271,6/9/2024,Meghalaya,Rice,43.67,21.6,88,4.9,10.4
272,6/9/2024,Mizoram,Rice,50,26.7,77,2.51,5.4
273,6/9/2024,Odisha,Rice,37.5,,,,
274,6/9/2024,Puducherry,Rice,64,30,66,2.5,28.8
275,6/9/2024,Punjab,Rice,39.08,38.3,15,0,13.7
276,6/9/2024,Rajasthan,Rice,38.4,34,34,0.24,30.2
277,6/9/2024,Sikkim,Rice,57,17.6,83,6.52,9.4
278,6/9/2024,Tamil Nadu,Rice,60.94,31,61,4.13,26.6
279,6/9/2024,Telangana,Rice,54,,,,
280,6/9/2024,Uttar Pradesh,Rice,39,41.3,13,0,25.6
281,6/9/2024,West Bengal,Rice,42.38,34.3,59,0,31.3
282,6/10/2024,Andaman and Nicobar,Rice,47.5,,,,
283,6/10/2024,Andhra Pradesh,Rice,60.2,30.8,68,0,32.4
284,6/10/2024,Arunachal pradesh,Rice,46,,,,
285,6/10/2024,Assam,Rice,42.48,27.6,84,8.29,10.1
286,6/10/2024,Bihar,Rice,38.06,39.7,29,0,30.2
287,6/10/2024,Chhattisgarh,Rice,42,36.6,33,0,21.6
288,6/10/2024,Delhi,Rice,40,11.9,73,0.02,23.4
289,6/10/2024,DNH and DD,Rice,50,,,,
290,6/10/2024,Goa,Rice,52.5,25.5,92,143.6,31
291,6/10/2024,Gujarat,Rice,40.57,32.3,50,0.23,19.4
292,6/10/2024,Haryana,Rice,44.33,39.2,10,0,27.7
293,6/10/2024,Himachal Pradesh,Rice,40.83,26.1,18,0,22
294,6/10/2024,Jammu and Kashmir,Rice,46.5,36.3,14,0,20.5
295,6/10/2024,Jharkhand,Rice,39.47,37.2,23,0,29.2
296,6/10/2024,Karnataka,Rice,59.94,23.9,76,1.65,28.8
297,6/10/2024,Kerala,Rice,50.77,25.9,87,18.16,11.9
298,6/10/2024,Madhya Pradesh,Rice,40.92,33.4,35,0.58,19.8
299,6/10/2024,Maharashtra,Rice,51.63,27.6,79,13.62,20.5
300,6/10/2024,Manipur,Rice,50,32.9,63,0,31.3
301,6/10/2024,Meghalaya,Rice,45.6,21.1,88,5.86,9
302,6/10/2024,Mizoram,Rice,48.18,26.3,81,7.36,4.3
303,6/10/2024,Nagaland,Rice,41.64,22.3,81,8.84,7.9
304,6/10/2024,Odisha,Rice,38.23,,,,
305,6/10/2024,Puducherry,Rice,64,30.3,65,1.86,24.5
306,6/10/2024,Punjab,Rice,39.14,39.2,12,0,14.4
307,6/10/2024,Rajasthan,Rice,40.85,32.1,37,0,23.8
308,6/10/2024,Sikkim,Rice,54.2,18,82,4.88,9.7
309,6/10/2024,Tamil Nadu,Rice,61.97,31.3,59,2.58,29.2
310,6/10/2024,Telangana,Rice,54.3,,,,
311,6/10/2024,Tripura,Rice,38.25,30.1,76,0.01,18.4
312,6/10/2024,Uttar Pradesh,Rice,38.68,41.1,10,0,25.2
313,6/10/2024,Uttarakhand,Rice,38,36.4,11,0,18
314,6/10/2024,West Bengal,Rice,44.09,34.8,56,0,31.3
315,6/11/2024,Andaman and Nicobar,Rice,48.33,,,,
316,6/11/2024,Andhra Pradesh,Rice,60.75,30.7,73,0,36.4
317,6/11/2024,Arunachal pradesh,Rice,48,,,,
318,6/11/2024,Assam,Rice,42.32,28.8,81,10.2,12.2
319,6/11/2024,Bihar,Rice,37.89,39.7,32,0,29.5
320,6/11/2024,Chandigarh,Rice,40,37.8,9,0,23.8
321,6/11/2024,Chhattisgarh,Rice,41.33,38.2,26,0,24.8
322,6/11/2024,Delhi,Rice,40,14.1,61,0,12.6
323,6/11/2024,DNH and DD,Rice,50,,,,
324,6/11/2024,Goa,Rice,52.5,25.5,87,38.72,22.7
325,6/11/2024,Gujarat,Rice,42.14,32.5,49,0,22.3
326,6/11/2024,Haryana,Rice,43.25,39.9,11,0,22
327,6/11/2024,Himachal Pradesh,Rice,40.64,26.3,16,0,25.9
328,6/11/2024,Jammu and Kashmir,Rice,47.17,36.8,15,0,18
329,6/11/2024,Jharkhand,Rice,39.42,37.7,21,0,27.7
330,6/11/2024,Karnataka,Rice,59.91,23.9,72,0.2,29.2
331,6/11/2024,Kerala,Rice,50.67,25.1,90,19.47,7.2
332,6/11/2024,Madhya Pradesh,Rice,41.07,31.9,44,0.02,26.6
333,6/11/2024,Maharashtra,Rice,51.68,28,77,13.26,21.6
334,6/11/2024,Meghalaya,Rice,46.1,21.8,90,15.27,9.7
335,6/11/2024,Mizoram,Rice,48.18,25.9,86,7.89,5
336,6/11/2024,Nagaland,Rice,41.53,22.9,82,8.51,7.9
337,6/11/2024,Odisha,Rice,38.35,,,,
338,6/11/2024,Puducherry,Rice,64,30.8,62,1.59,28.4
339,6/11/2024,Punjab,Rice,39.87,40.1,12,0,11.9
340,6/11/2024,Rajasthan,Rice,41.73,34.3,32,0.11,24.5
341,6/11/2024,Sikkim,Rice,53.25,17.9,89,10.28,7.6
342,6/11/2024,Tamil Nadu,Rice,62.03,30.6,59,0.45,24.1
343,6/11/2024,Telangana,Rice,54.3,,,,
344,6/11/2024,Tripura,Rice,38.5,30.2,76,0.05,19.1
345,6/11/2024,Uttar Pradesh,Rice,38.71,42,10,0,27.4
346,6/11/2024,Uttarakhand,Rice,38,37,10,0,21.6
347,6/11/2024,West Bengal,Rice,44.09,33.5,61,0,31.7
348,6/12/2024,Andaman and Nicobar,Rice,48.33,,,,
349,6/12/2024,Andhra Pradesh,Rice,60.6,30,74,10.56,30.6
350,6/12/2024,Arunachal pradesh,Rice,46,,,,
351,6/12/2024,Assam,Rice,41.67,27.3,85,12.4,9.4
352,6/12/2024,Bihar,Rice,38.17,40.2,28,0,35.6
353,6/12/2024,Chandigarh,Rice,40,38.6,9,0,24.5
354,6/12/2024,Chhattisgarh,Rice,38.25,38.1,27,0,16.6
355,6/12/2024,Delhi,Rice,40,15.3,73,0,15.8
356,6/12/2024,DNH and DD,Rice,50,,,,
357,6/12/2024,Goa,Rice,52.5,26,84,20.32,22.3
358,6/12/2024,Gujarat,Rice,43.13,34.4,43,0,23.4
359,6/12/2024,Haryana,Rice,43.25,40.5,10,0,26.3
360,6/12/2024,Himachal Pradesh,Rice,40.92,27.6,15,0,23.4
361,6/12/2024,Jammu and Kashmir,Rice,52,37.8,15,0,16.9
362,6/12/2024,Jharkhand,Rice,39.28,36.8,28,0,30.2
363,6/12/2024,Karnataka,Rice,60.28,22.6,78,0.51,28.8
364,6/12/2024,Kerala,Rice,50.09,24.3,92,5.36,6.5
365,6/12/2024,Madhya Pradesh,Rice,41.13,32.8,42,0.12,28.1
366,6/12/2024,Maharashtra,Rice,51.68,28.6,77,12.8,22
367,6/12/2024,Manipur,Rice,50,32.2,63,0,34.2
368,6/12/2024,Meghalaya,Rice,46.1,21.5,91,6.1,10.1
369,6/12/2024,Mizoram,Rice,48.18,24.5,95,17.05,5
370,6/12/2024,Nagaland,Rice,41.75,22.3,86,10.36,6.8
371,6/12/2024,Odisha,Rice,38.06,,,,
372,6/12/2024,Puducherry,Rice,64,31.2,57,0.09,24.5
373,6/12/2024,Punjab,Rice,39.8,41.5,10,0,16.6
374,6/12/2024,Rajasthan,Rice,41.11,34.2,35,0.13,24.1
375,6/12/2024,Sikkim,Rice,54.6,17.9,88,10.5,8.3
376,6/12/2024,Tamil Nadu,Rice,61.71,31.8,53,0.11,29.5
377,6/12/2024,Telangana,Rice,54.2,,,,
378,6/12/2024,Tripura,Rice,38.5,29.3,79,2.99,22.3
379,6/12/2024,Uttar Pradesh,Rice,38.72,42.4,13,0,25.6
380,6/12/2024,Uttarakhand,Rice,37.75,36.3,10,0,23.8
381,6/12/2024,West Bengal,Rice,44.19,33.2,59,0.04,34.6
382,6/13/2024,Andaman and Nicobar,Rice,48.33,,,,
383,6/13/2024,Andhra Pradesh,Rice,60.6,30.8,67,0.51,25.2
384,6/13/2024,Arunachal pradesh,Rice,48,,,,
385,6/13/2024,Assam,Rice,42.04,26.1,88,16.36,17.3
386,6/13/2024,Bihar,Rice,38.12,40.1,29,0,38.5
387,6/13/2024,Chandigarh,Rice,40,39.1,11,0,21.2
388,6/13/2024,Chhattisgarh,Rice,41.63,37,33,0,25.9
389,6/13/2024,Delhi,Rice,40,19,77,7.76,30.2
390,6/13/2024,DNH and DD,Rice,50,,,,
391,6/13/2024,Goa,Rice,52.5,26.1,84,16.09,13
392,6/13/2024,Gujarat,Rice,43.13,34.5,44,0,29.2
393,6/13/2024,Haryana,Rice,43.25,41.3,13,0,31.7
394,6/13/2024,Himachal Pradesh,Rice,40.75,27.6,15,0,22.3
395,6/13/2024,Jammu and Kashmir,Rice,52.25,38.5,16,0.21,18.7
396,6/13/2024,Jharkhand,Rice,39.61,34.5,39,0,31.7
397,6/13/2024,Karnataka,Rice,60.06,22.4,78,0.76,25.6
